lokasi,status,tipe,id_daftar_sekolah,id_prodi_pilihan_1,id_prodi_pilihan_2,avg_nilai_uan,avg_nilai_raport,is_diterima
1,0,1,16,9,3,0.0,0,0
0,0,1,2211,9,1,0.0,0,0
1,0,1,35,9,10,0.0,0,0
1,0,1,1385,9,1,0.0,0,0
0,0,1,196,9,10,0.0,0,0
1,0,1,2196,9,1,0.0,0,0
1,0,1,7,7,9,0.0,0,0
0,0,1,61,5,9,0.0,0,0
1,0,1,59,9,1,0.0,0,0
1,0,1,35,5,9,73.0,0,0
1,1,0,133,9,3,0.0,0,0
1,0,1,16,7,9,0.0,0,0
0,0,1,77,5,9,0.0,0,0
0,1,1,1409,7,9,0.0,0,0
1,1,1,235,4,9,46.0,0,0
