id_daftar_sekolah,sekolah_asal,tipe_sekolah_asal,kodepos_sekolah,jenis_sekolah,is_deleted,tanggal_input,tanggal_update,id_lokasi
1832,SMK NEGERI 1 BINTAN UTARA,NEGERI,29152,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,149
1833,SMA METHODIST 6 MEDAN,SWASTA,20126,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
1834,SMK UYELINDO KUPANG,SWASTA,85111,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,278
1835,SMA LAB UNDIKSHA SINGARAJA,SWASTA,81116,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,262
1836,SMK NEGERI 1 SUKAMARA,NEGERI,74172,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,309
1837,SMA KATOLIK MESSAWA,SWASTA,91361,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,430
1838,SMA SWASTA PRESTASI UTAMA,SWASTA,20351,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,48
1839,SMK NEGERI 7 YOGYAKARTA,NEGERI,55232,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
1840,SMA NEGERI 1 JOMBANG,NEGERI,61411,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,227
1841,SMA NEGERI 4 SIDOARJO,NEGERI,61224,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,237
1842,SMA NEGERI 1 JATIBARANG,NEGERI,52261,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,167
1843,SMK NEGERI 12 SURABAYA,NEGERI,60236,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
1844,SMA PELITA BANGSA,SWASTA,40243,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,164
1845,SMA NEGERI 76 JAKARTA,NEGERI,13910,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
1846,SMK TUNAS PEMBANGUNAN 3 SURAKARTA,SWASTA,57135,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
1847,SMK MANDIRI 2 BALARAJA,SWASTA,15610,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,249
1848,SMK NEGERI 2 SIMPANG EMPAT,NEGERI,72213,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,328
1849,SMA NEGERI 1 CEMPAGA,NEGERI,74354,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,308
1850,SMA NEGERI 1 PARE,NEGERI,64212,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,219
1851,SMA KATOLIK SANTO PETRUS KANISIUS,SWASTA,73112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,321
1852,SMA NEGERI 3 MACANG PACAR,NEGERI,86756,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,293
1853,SMA NEGERI 1 HAMAHERA TIMUR,NEGERI,97862,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,450
1854,SMA DARMA YUDHA,SWASTA,28292,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,81
1855,SMK NEGERI 1 KURUN,NEGERI,74511,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,320
1856,SMA NEGERI 1 BUNYU,NEGERI,77281,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,347
1857,SMA NEGERI 1 CIKAMPEK,NEGERI,41374,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,162
1858,SMA NEGERI HARMONI,NEGERI,94663,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,371
1859,SMA NEGERI 3 POLEWALI,NEGERI,91314,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,429
1860,SMA KRISTEN AGAPE MANADO,SWASTA,95234,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,359
1861,SMA GOLDEN CHRISTIAN SCHOOL,SWASTA,73112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,321
1862,SMA NEGERI 1 PARENGGEAN,NEGERI,74355,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,308
1863,SMA NEGERI SUKA KARYA,NEGERI,31665,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,108
1864,SMA NEGERI 1 KAHAYAN HILIR,NEGERI,74831,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,313
1865,SMA NEGERI 1 BATURETNO,NEGERI,57673,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,209
1866,SMA NEGERI 1 TALUN,NEGERI,66183,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,236
1867,SMA DHARMA PUTRA,SWASTA,15113,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,249
1868,SMK YPWKS CILEGON,SWASTA,42434,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,254
1869,SMA NEGERI 2 PANGURURAN,NEGERI,22392,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,45
1870,SMA SANTO LUKAS PENGINJIL,SWASTA,14350,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,155
1871,SMA NEGERI 1 PRINGGABAYA,NEGERI,83654,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,269
1872,SMA NEGERI 1 SINGOSARI,NEGERI,65153,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,235
1873,SMA NEGERI 1 DOLOK MERAWAN,NEGERI,20993,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,33
1874,SMA NEGERI KUANFATU,NEGERI,85563,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,273
1875,SMA KEBANGSAAN LAMPUNG SELATAN,SWASTA,35592,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,132
1876,SMA NEGERI 2 TANAH TORAJA,NEGERI,91817,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,397
1877,SMA NEGERI 1 WUNLAH,NEGERI,97463,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,431
1878,SMK NEGERI 1 KEBONSARI,NEGERI,63173,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,242
1879,PKBM WIJAYA KUSUMA,SWASTA,55163,PKBM,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
1880,SMK GAMALIEL 1 MADIUN,SWASTA,63118,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,242
1881,SMA NEGERI 2 LUBUK PAKAM,NEGERI,20515,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,48
1882,SMK SIWA LIMA SANTO YOSEP LANGGUR,SWASTA,97611,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,432
1883,SMA NEGERI 2 BANJARMASIN,NEGERI,70117,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,329
1884,SMK NEGERI 2 JAYAPURA,NEGERI,99351,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,455
1885,SMK NEGERI 3 BURU SELATAN,NEGERI,97573,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,439
1886,SMA PGRI 2 DENPASAR,SWASTA,80119,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,263
1887,SMA GEMBALA BAIK,SWASTA,78124,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,299
1888,SMA NEGERI 8 KOTA JAMBI,NEGERI,36128,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,99
1889,SMA YPPK YOS SUDARSO BIAK,SWASTA,98118,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,464
1890,SMA TRI RATNA,SWASTA,22522,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,43
1891,SMA NEGERI 42 JAKARTA,NEGERI,13610,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
1892,SMA NEGERI 1 KOTA BARU,NEGERI,72112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,330
1893,SMA NEGERI 4 PEKANBARU,NEGERI,28125,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,81
1894,SMA NEGERI 2 RANTAU UTARA,NEGERI,21413,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,47
1895,SMA NEGERI 4 LUWU,NEGERI,91999,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,393
1896,SMA NEGERI AMBULU JEMBER,NEGERI,68172,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,225
1897,SMK NEGERI 1 WIROSARI,NEGERI,58192,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,200
1898,SMA CELEBES GLOBAL SCHOOL,SWASTA,90231,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,395
1899,SMA NEGERI 1 CIBINONG,NEGERI,16918,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,174
1900,SMA NEGERI SELARU,NEGERI,97453,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,431
1901,SMA PRIME ONE SCHOOL,SWASTA,20147,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
1902,SMA NEGERI 1 SUMEDANG,NEGERI,45311,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,166
1903,SMA NEGERI 4 TEBING TINGGI,NEGERI,20623,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,56
1904,SMA NEGERI KIE,NEGERI,85575,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,273
1905,SMK SIDRATUL MUNTHAHA YAPIS WAMENA,SWASTA,99511,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,461
1906,SMA NEGERI 1 TAPUNG HILIR,NEGERI,28464,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,86
1907,SMA HANG TUAH 1,SWASTA,60177,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
1908,SMK PARIWISATA TRIATMA JAYA BADUNG,SWASTA,80361,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,260
1909,SMA NEGERI 1 CIWIDEY,NEGERI,40973,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,164
1910,SMA KATOLIK SANTO ARNOLDUS JANSSEN GUNUNG MAS,SWASTA,74511,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,320
1911,SMA KATOLIK SINT PIETER,SWASTA,87284,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,286
1912,SMK NEGERI 10 MEDAN,NEGERI,20152,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
1913,SMA NEGERI 3 PASURUAN,NEGERI,67139,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,230
1914,SMA NEGERI 5 PINGGIR,NEGERI,28784,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,83
1915,SMA NEGERI 13 BONE,NEGERI,92733,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,380
1916,SMK TELKOM SANDHY PUTRA,SWASTA,11710,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,156
1917,SMA KARTIKA V-I BALIKPAPAN,SWASTA,76112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,344
1918,SMA KRISTEN 2 METRO,SWASTA,34125,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,140
1919,SMA IMMANUEL BANDAR LAMPUNG,SWASTA,35214,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,139
1920,SMA NEGERI 4 BOJONEGORO,NEGERI,62111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,231
1921,SMA NEGERI 5 TANA TORAJA,NEGERI,91811,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,397
1922,SMA NEGERI 6 JAKARTA,NEGERI,12130,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,158
1923,SMA NEGERI 5 KUPANG,NEGERI,85111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,278
1924,SMA NEGERI 1 KOTAWARINGIN LAMA,NEGERI,74161,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,310
1925,SMA NEGERI 1 TOLI-TOLI,NEGERI,94511,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,367
1926,SMA NEGERI 3 TANA TORAJA,NEGERI,91871,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,397
1927,SMA NEGERI 1 BINTAN UTARA,NEGERI,29152,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,149
1928,SMA NEGERI 2 TANJUNG,NEGERI,71571,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,325
1929,SMA NEGERI 1 DONOROJO,NEGERI,59454,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,208
1930,SMK NEGERI 2 PALANGKA RAYA,NEGERI,73111,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,321
1931,SMA KATOLIK SANTO AGUSTINUS TAHUNA,SWASTA,95813,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,355
1932,SMA KRISTEN ZAITUN MANADO,SWASTA,95118,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,359
1933,SMA NEGERI 3 PAGAR ALAM,NEGERI,31521,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,105
1934,SMK NEGERI 5 JEMBER,NEGERI,68151,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,225
1935,SMA NEGERI 1 BAGAN SINEMBAH,NEGERI,28992,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,82
1936,SMK NEGERI 1 SALATIGA,NEGERI,50722,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,212
1937,SMK EKLESIA JAILOLO,SWASTA,97752,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,442
1938,SMA NEGERI 1 TELUK DALAM,NEGERI,22865,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,26
1939,SMA KATOLIK DIPONEGORO,SWASTA,66133,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,236
1940,SMK NEGERI 2 BENGKULU,NEGERI,38225,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,125
1941,SMA KATOLIK KARITAS TOMOHON,SWASTA,95446,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,364
1942,SMA NEGERI 4 SURABAYA,NEGERI,60131,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
1943,SMA NEGERI 1 SUKOHARJO,NEGERI,35674,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,130
1944,SMA NEGERI 1 TANA TORAJA,NEGERI,91817,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,397
1945,SMA NEGERI 2 PALEMBANG,NEGERI,30137,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,101
1946,SMK NEGERI 4 GORONTALO,NEGERI,96127,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,421
1947,SMA NEGERI 1 CIKARANG BARAT,NEGERI,17530,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,175
1948,SMA NEGERI 109 JAKARTA,NEGERI,12640,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,158
1949,SMK NEGERI BINAAN PROVINSI SUMATERA UTARA,NEGERI,20117,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
1950,SMA NEGERI 1 PAMONA SELATAN,NEGERI,94664,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,371
1951,SMA NEGERI 1 WORI,NEGERI,95376,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,356
1952,SMA NEGERI 8 TANGERANG,NEGERI,15138,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,249
1953,SMK NEGERI 5 SAMARINDA,NEGERI,75119,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
1954,SMA NEGERI TUGUMULYO,NEGERI,31662,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,108
1955,SMA YAYASAN PENDIDIKAN VIDYA DAHANA PATRA,SWASTA,75324,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,341
1956,SMK NEGERI 3 MALANG,NEGERI,65115,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,235
1957,SMA SULTAN ISKANDAR MUDA,SWASTA,20128,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
1958,SMA NEGERI 1 SIRAH PULAU PADANG,NEGERI,30652,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,111
1959,SANTO SLEFANUS VIQUEQUE,SWASTA,1,LUAR NEGERI,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
1960,SMA NEGERI 2 GUNUNG PUTRI,NEGERI,16968,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,174
1961,SMA NEGERI 4 SINGKAWANG,NEGERI,79163,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,304
1962,SMK PEMDES UJUNG BATU,SWASTA,28554,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,85
1963,SMA NEGERI 1 ABUNG SEMULI,NEGERI,34581,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,126
1964,SMA NEGERI 1 SIEMPAT NEMPU,NEGERI,22261,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,28
1965,SMA NEGERI 5 PONTIANAK,NEGERI,78244,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,299
1966,SMA PGRI 2 PALEMBANG,SWASTA,30251,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,101
1967,SMA YADIKA 8 JATI MULYA,SWASTA,17510,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,175
1968,SMA METHODIST PEMATANG SIANTAR,SWASTA,21134,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,46
1969,SMA NEGERI 1 UMBU RATU NGGAY,NEGERI,87282,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,287
1970,SMA NEGERI 10 PURWOREJO,NEGERI,54263,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,193
1971,SMA NEGERI JAYALOKA,NEGERI,31665,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,108
1972,SMA NEGERI 9 MANDAU,NEGERI,28784,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,83
1973,SMA NEGERI 2 BAUBAU,NEGERI,93721,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,417
1974,SMA PLUS ASTHA HANAS,SWASTA,41253,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,172
1975,SMK NEGERI 9 JAYAPURA,NEGERI,99113,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,455
1976,SMA SENOPATI SEDATI,SWASTA,61253,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,237
1977,SMA SEMINARI SANTO YOHANES BERKHMANS,SWASTA,86461,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,280
1978,SMA SANTA MARIA 2,SWASTA,40282,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,164
1979,SMA NEGERI 5 KENDARI,NEGERI,93116,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,408
1980,SMA NEGERI 22 JAKARTA,NEGERI,13120,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
1981,SMA NEGERI PLUS 1 ATAP,NEGERI,99611,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,474
1982,SMA PLUS EFARINA,SWASTA,21167,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,31
1983,SMA NEGERI 1 AEK NATAS,NEGERI,21455,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,47
1984,SMA NEGERI 1 RAMBAH,NEGERI,28557,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,85
1985,SMA KATOLIK ABDI SISWA,SWASTA,11510,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,156
1986,HOMESCHOOLING PRIMAGAMA,SWASTA,55222,HOMESCHOOLING,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
1987,SMA KRISTEN RANTEPAO,SWASTA,91835,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,392
1988,SMA KATOLIK SANTO YOSEPH SANGGATTA,SWASTA,75683,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,343
1989,SMA NEGERI 1 PIRIME,NEGERI,99567,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,462
1990,SMA PGRI SERUI,SWASTA,98215,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,465
1991,SMA NEGERI 1 BADAU,NEGERI,78767,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,302
1992,SMA NEGERI 1 PURWAREJA KLAMPOK,NEGERI,53474,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,187
1993,SMK KRISTEN HARAPAN RANTEPAO,SWASTA,91832,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,392
1994,SMA SANTO YOSEF,SWASTA,28784,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,83
1995,SMK YEHONALA,SWASTA,29433,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,151
1996,SMK YPKK 1 SLEMAN,SWASTA,55294,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,213
1997,SMA NEGERI 3 MOJOKERTO,NEGERI,61319,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,241
1998,SMK DHARMA PARAMITHA,SWASTA,13960,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
1999,SMA NEGERI 1 CANGKRINGAN,NEGERI,55583,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,213
2000,SMA NEGERI 6 TANA TORAJA,NEGERI,91811,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,397
2001,SMA KATOLIK RAJAWALI,SWASTA,90112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,395
2002,SMA KRIDA NUSANTARA,SWASTA,95239,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,359
2003,SMK NEGERI PERTANIAN TERPADU RIAU,NEGERI,28125,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,81
2004,SMA NEGERI 2 TARUTUNG,NEGERI,22413,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,30
2005,SMA SWASTA RK SERDANG MURNI,SWASTA,20511,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,48
2006,SMK PENERBANGAN CAKRA NUSANTARA,SWASTA,80225,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,263
2007,SMA NEGERI 20 BATAM,NEGERI,29431,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,151
2008,SMK NEGERI PRINGSURAT,NEGERI,56272,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,206
2009,SMKS TI Pratama PGRI Samarinda,SWASTA,75117,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
2010,SMA NEGERI 1 TASIKMALAYA,NEGERI,46113,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,170
2011,SMA NEGERI 2 BENGKULU SELATAN,NEGERI,38513,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,123
2012,SMA NEGERI 1 GIANYAR,NEGERI,80515,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,259
2013,SMA NEGERI 1 TEGAL,NEGERI,52124,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,192
2014,SMA PANGLIMA POLEM,SWASTA,21412,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,47
2015,SMA YOS SUDARSO SOKARAJA,SWASTA,53181,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,190
2016,SMA NEGERI 1 CURUP,NEGERI,38383,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,116
2017,SMA NEGERI 1 DOBO,NEGERI,97662,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,440
2018,SMA DR SOETOMO,SWASTA,60118,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
2019,SMA SWASTA KRISTEN BNKP GUNUNGSITOLI,SWASTA,22811,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,49
2020,SMA KRISTEN SANTO YOSEPH KALABAHI,SWASTA,85812,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,275
2021,SMA YADIKA 11 BEKASI,SWASTA,17434,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,175
2022,SMK BINA WARGA 1 BOGOR,SWASTA,16154,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,174
2023,SMA PELITA KASIH,SWASTA,38229,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,125
2024,SMA NEGERI 2 SENTAJO RAYA,NEGERI,29566,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,79
2025,SMA NEGERI 2 KOTA BANGUN,NEGERI,75561,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,338
2026,SMK SAHID SURAKARTA,SWASTA,57131,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
