id_daftar_sekolah,sekolah_asal,tipe_sekolah_asal,kodepos_sekolah,jenis_sekolah,is_deleted,tanggal_input,tanggal_update,id_lokasi
0,TIDAK TERDAFTAR
1,SMA NEGERI 1 MUARA BUNGO,NEGERI,37211,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,95
2,SMA NEGERI 1 BENGKULU UTARA,NEGERI,38611,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,120
3,SMA STELLA DUCE 2 YOGYAKARTA,SWASTA,55225,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
4,SMA NEGERI 1 PANGANDARAN,NEGERI,46396,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,177
5,SMA NEGERI 1 SERUI,NEGERI,98211,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,465
6,SMA KRISTEN PETRA 4,SWASTA,61218,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,237
7,SMA BOPKRI 1 YOGYAKARTA,SWASTA,55224,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
8,SMA KOLESE DE BRITTO,SWASTA,55281,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,213
9,SMA BRUDERAN PURWOREJO,SWASTA,54151,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,193
10,SMK YPK SERUI,SWASTA,98211,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,465
11,SMA KRISTEN KALAM KUDUS SUKOHARJO,SWASTA,57552,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,195
12,SMA PADMAWIJAYA,SWASTA,57411,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,204
13,SMA NEGERI 1 SINGARAJA,NEGERI,81113,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,262
14,SMA MASEHI KUDUS,SWASTA,59317,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,205
15,SMA NEGERI 1 MENYUKE,NEGERI,79364,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,294
16,SMA BOPKRI 2 YOGYAKARTA,SWASTA,55223,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
17,SMA NEGERI 1 PEMALANG,NEGERI,52319,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,198
18,SMA FRATER DON BOSCO MANADO,SWASTA,95123,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,359
19,SMA KATOLIK SANTO YOSEPH,SWASTA,80114,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,263
20,SMA REGINA PACIS SURAKARTA,SWASTA,57143,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
21,SMA TARUNA NUSA HARAPAN,SWASTA,61311,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,241
22,SMA PANGUDI LUHUR VANLITH MAGELANG,SWASTA,56411,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
23,SEKOLAH KRISTEN PELITA NUSANTARA KASIH,SWASTA,57128,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
24,SMA SANTA MARIA YOGYAKARTA,SWASTA,55121,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
25,SMA BRUDERAN PURWOKERTO,SWASTA,53115,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,190
26,SMA PANGUDI LUHUR YOGYAKARTA,SWASTA,55121,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
27,SMA NEGERI 2 KLATEN,NEGERI,57421,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,204
28,SMK NEGERI 2 KASIHAN,NEGERI,55182,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,214
29,SMA XAVERIUS 3 PALEMBANG,SWASTA,30125,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,101
30,SMA XAVERIUS BANDAR LAMPUNG,SWASTA,35213,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,139
31,SMA NEGERI 2 TARAKAN,NEGERI,77123,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,349
32,SMA TARAKANITA MAGELANG,SWASTA,56125,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
33,SMA DON BOSCO PADANG,SWASTA,25118,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,69
34,SMA NEGERI 3 TARAKAN,NEGERI,77116,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,349
35,SMA BUDYA WACANA,SWASTA,55223,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
36,SMA NEGERI 1 WONOSOBO,NEGERI,56314,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,191
37,SMA NEGERI SIWALIMA AMBON,NEGERI,97233,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,437
38,SMA KATOLIK SANTO ANDREAS,SWASTA,94221,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,377
39,SMA NEGERI 1 KUTA UTARA,NEGERI,80351,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,260
40,SMA NEGERI 1 MAGELANG,NEGERI,56122,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
41,SMA NEGERI 1 KUDUS,NEGERI,59319,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,205
42,SMA BHINNEKA TUNGGAL IKA,SWASTA,55233,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
43,SMA KATOLIK SANTO AUGUSTINUS KEDIRI,SWASTA,64112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,219
44,SMA XAVERIUS 2 JAMBI,SWASTA,36124,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,99
45,HOME SCHOOLING PRIMAGAMA,SWASTA,55222,HOMESCHOOLING,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
46,SMA AMKUR PEMANGKAT,SWASTA,79153,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,303
47,SMA NEGERI 1 KARANGANYAR,NEGERI,57714,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,196
48,SMA KANISIUS KUDUS,SWASTA,59311,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,205
49,SMA NEGERI 6 PALANGKA RAYA,NEGERI,73223,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,321
50,SMA NEGERI 95 JAKARTA,NEGERI,11830,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,156
51,SMA NEGERI 1 KLATEN,NEGERI,57423,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,204
52,SMA NEGERI 2 NGAGLIK,NEGERI,55581,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,213
53,SMA NEGERI 1 PANGKALAN BUN,NEGERI,74114,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,310
54,SMA SANTO LEO II,SWASTA,11750,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,156
55,SMA BENTARA WACANA,SWASTA,56414,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
56,SMA KATOLIK SANG TIMUR,SWASTA,55161,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
57,SMA NEGERI 2 TEMANGGUNG,NEGERI,56226,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,206
58,SMA NEGERI 1 SAMARINDA,NEGERI,75124,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
59,SMA KRISTEN SATYA WACANA,SWASTA,50711,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,212
60,SMA NEGERI 7 YOGYAKARTA,NEGERI,55141,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
61,SMA LOKON SANTO NIKOLAUS TOMOHON,SWASTA,95416,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,364
62,SMA SANTA MADALENA DE CANOSSA,SWASTA,1,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
63,SMA PANGUDI LUHUR SANTO YOHANES KETAPANG,SWASTA,78813,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,295
64,SMA KRISTEN IMMANUEL PONTIANAK,SWASTA,78121,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,299
65,SMA NEGERI 1 SRAGEN,NEGERI,57214,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,207
66,SMA NEGERI 1 PONTIANAK,NEGERI,78121,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,299
67,SMA STELLA DUCE 1 YOGYAKARTA,SWASTA,55224,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
68,SMA YPS SOROAKO,SWASTA,92983,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,386
69,SMA YPPK ADHI LUHUR,SWASTA,98815,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,469
70,SMA SANTO FRANSISKUS XAVERIUS RUTENG,SWASTA,86511,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,291
71,SMA NEGERI 3 SINTANG,NEGERI,78612,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,296
72,SMA NEGERI 5 SURAKARTA,NEGERI,57135,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
73,SMK BINA INFORMATIKA,SWASTA,15413,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,253
74,SMA SANTO IGNASIUS SINGKAWANG,SWASTA,79123,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,304
75,SMA KRISTEN BARANA,SWASTA,91833,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,392
76,SMA NEGERI 1 BENGKAYANG,NEGERI,79211,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,301
77,SMA PANCA SETYA SINTANG,SWASTA,78611,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,296
78,SMK NEGERI 1 PURBALINGGA,NEGERI,53371,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,182
79,SMA NEGERI 2 PALANGKA RAYA,NEGERI,73111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,321
80,SMA NEGERI 2 TANJUNG BALAI,NEGERI,21369,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,58
81,SMA NEGERI 1 DENPASAR,NEGERI,80233,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,263
82,SMA NEGERI 1 KELUMPANG HILIR,NEGERI,72161,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,330
83,SMA NEGERI 5 YOGYAKARTA,NEGERI,55172,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
84,SMA NEGERI 3 SUKOHARJO,NEGERI,57521,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,195
85,SMA FRANSISKUS BANDAR LAMPUNG,SWASTA,35143,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,139
86,SMA NEGERI 1 MALINAU,NEGERI,77554,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,345
87,SMA PIUS GOMBONG,SWASTA,54414,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,183
88,SMA KRISTEN YPKPM AMBON,SWASTA,97127,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,437
89,SMA K MGR SOEGIJAPRANATA,SWASTA,67115,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,230
90,SMA NEGERI 1 BANTUL,NEGERI,55713,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,214
91,SMA NEGERI 4 MAGELANG,NEGERI,56123,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
92,SMA DON BOSCO SANGGAU,SWASTA,78511,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,305
93,SMA NEGERI 7 DENPASAR,NEGERI,80233,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,263
94,SMA NEGERI 1 NANGA PINOH,NEGERI,79672,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,306
95,SMA NEGERI 1 MANOKWARI,NEGERI,98312,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,482
96,SMA K YOS SUDARSO BATU,SWASTA,65311,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,248
97,SMA NEGERI 3 SURAKARTA,NEGERI,57128,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,211
98,SMA NEGERI 1 KUTA SELATAN,NEGERI,80361,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,260
99,SMA FRATER DON BOSCO,SWASTA,77113,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,349
100,SMA NEGERI 1 METRO,NEGERI,34112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,140
101,SMA NEGERI 2 WATES,NEGERI,55651,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,217
102,SMK PANGUDI LUHUR LEONARDO KLATEN,SWASTA,57432,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,204
103,SMA NEGERI 15 JAKARTA,NEGERI,14350,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,155
104,SMA KATOLIK SYURADIKARA,SWASTA,86318,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,276
105,SMA KRISTEN 2 RANTEPAO,SWASTA,91833,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,392
106,SMA NEGERI 2 PURWOKERTO,NEGERI,53115,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,190
107,SMA NEGERI 1 LARANTUKA,NEGERI,86219,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,274
108,SMA SANTO THOMAS 3 MEDAN,SWASTA,20123,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
109,SMA NEGERI 1 BUKATEJA,NEGERI,53382,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,182
110,SMA NEGERI 1 TABANAN,NEGERI,82114,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,258
111,SMA SANTO THOMAS AQUINAS MANGGARAI,SWASTA,86516,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,291
112,SMA NEGERI 4 SAMARINDA,NEGERI,75242,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
113,SMA NEGERI 1 BELITANG,NEGERI,32382,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,103
114,SMA NEGERI 2 BLORA,NEGERI,58219,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,188
115,SMA NEGERI 3 TARUNA ANGKASA KOTA MADIUN,NEGERI,63125,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,242
116,SMA NEGERI 9 YOGYAKARTA,NEGERI,55223,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
117,SMA NEGERI 1 TARAKAN,NEGERI,77112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,349
118,SMK 17 TEMANGGUNG,SWASTA,56212,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,206
119,SMA KATOLIK FRATERAN,SWASTA,60175,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
120,SMA TUNAS GADING,SWASTA,14240,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,155
121,SMA SAINT PETER KELAPA GADING,SWASTA,14240,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,155
122,SMA NEGERI 1 MAUMERE,NEGERI,86112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,279
123,SMA NEGERI 39 JAKARTA,NEGERI,13780,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
124,SMA NEGERI 1 BALIKPAPAN,NEGERI,76111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,344
125,SMA NEGERI 2 PALU,NEGERI,94111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,377
126,SMA NEGERI 1 TEMANGGUNG,NEGERI,56215,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,206
127,SMA NEGERI 1 DEPOK SLEMAN,NEGERI,55281,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,213
128,ESSA BAUCAU,SWASTA,1,LUAR NEGERI,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
129,SMK NEGERI 2 YOGYAKARTA,NEGERI,55233,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
130,SMA NEGERI 1 SUKOREJO,NEGERI,51363,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,210
131,SMA NEGERI 1 SENTOLO,NEGERI,55664,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,217
132,SMA KRISTEN TOBELO,SWASTA,97762,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,451
133,SMK NEGERI 1 YOGYAKARTA,NEGERI,55272,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
134,SMA FRATER MAKASSAR,SWASTA,90223,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,395
135,SMA NEGERI 1 MIMIKA,NEGERI,99910,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,470
136,SMA YPPGI TIMIKA,SWASTA,99910,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,470
137,SMA NEGERI 5 PURWOKERTO,NEGERI,53115,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,190
138,SMA NEGERI 1 FAKFAK,NEGERI,98611,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,486
139,SMA NEGERI 1 BANGUNTAPAN,NEGERI,55197,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,214
140,SMA PIONEER MANADO,SWASTA,95126,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,359
141,SMA NEGERI 2 WONOGIRI,NEGERI,57612,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,209
142,SMA NEGERI 1 TOROH,NEGERI,58171,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,200
143,SMA KRISTEN ELIM MAKASSAR,SWASTA,90245,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,395
144,SMA NEGERI 1 RANTEPAO,NEGERI,91831,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,392
145,SMA NEGERI 1 KUALA KAPUAS,NEGERI,73513,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,312
146,SMA NEGERI 59 JAKARTA,NEGERI,13470,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,157
147,SMA NEGERI 3 MAKALE,NEGERI,91811,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,397
148,SMA NEGERI 3 KOTA KUPANG,NEGERI,85228,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,278
149,SMA NEGERI 1 TIMIKA,NEGERI,99910,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,470
150,SMK NEGERI 6 SAMARINDA,NEGERI,75119,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
151,SMA PANGUDI LUHUR SEDAYU,SWASTA,55752,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,214
152,SMA KATOLIK RICCI II,SWASTA,15225,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,253
153,SMA NEGERI 3 BATAM,NEGERI,29464,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,151
154,SMA NEGERI 2 BANTUL,NEGERI,55714,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,214
155,SMA NEGERI 1 GOMBONG,NEGERI,54414,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,183
156,SMA NEGERI 1 TANJUNG SELOR,NEGERI,77212,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,347
157,SMA NEGERI 1 TANJUNG MORAWA,NEGERI,20362,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,48
158,SMA NEGERI 2 BOJONEGORO,NEGERI,62112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,231
159,SMK NEGERI 1 LABUAN BAJO,NEGERI,86754,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,293
160,SMA NEGERI 11 YOGYAKARTA,NEGERI,55233,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,215
161,SMA YPMM TEBING TINGGI,SWASTA,36552,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,91
162,SMA STELLA DUCE BANTUL,SWASTA,55764,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,214
163,SMA NEGERI 3 MAGELANG,NEGERI,56127,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
164,SMA EL SHADAI MAGELANG,SWASTA,56117,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
165,SMK KATOLIK MATER AMABILIS,SWASTA,60136,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
166,COLEGIO SAO MIGUEL,SWASTA,1,LUAR NEGERI,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
167,SANTA MARIA AINARO,SWASTA,1,LUAR NEGERI,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
168,SMA NEGERI 3 MERAUKE,NEGERI,99615,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,474
169,SMA WIRATAMA KOTAGAJAH,SWASTA,34153,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,128
170,SMA CAHAYA KUDUS JAKARTA,SWASTA,14450,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,155
171,SMA NEGERI 1 PURWOKERTO,NEGERI,53127,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,190
172,SMA CAHAYA MEDAN,SWASTA,20153,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,54
173,SMA NEGERI 2 SERUI PAPUA,NEGERI,98214,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,465
174,SMAK MATER DEI PROBOLINGGO,SWASTA,67219,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,228
175,ESG 1912 MANUFAHI SAME,SWASTA,1,LUAR NEGERI,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,2
176,SMA NEGERI 12 BANDAR LAMPUNG,NEGERI,35131,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,139
177,SMK NEGERI 1 WAINGAPU,NEGERI,87116,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,288
178,SMA KRISTEN EBEN HAEZAR MANADO,SWASTA,95119,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,359
179,SMA TARUNA NUSANTARA,SWASTA,56172,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
180,SMA KRISTEN WAIKABUBAK,SWASTA,87217,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,286
181,SMA NEGERI 6 PRABUMULIH,NEGERI,31145,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,114
182,SMA NEGERI 1 BLORA,NEGERI,56112,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,188
183,SMA NEGERI 2 PLAYEN,NEGERI,55861,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,216
184,SMA NEGERI 1 NGABANG,NEGERI,79357,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,294
185,SMA SANTO BONAVENTURA,SWASTA,63122,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,242
186,SMK BHINA TUNAS BHAKTI,SWASTA,59185,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,194
187,SMA NEGERI 1 WAINGAPU,NEGERI,87116,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,288
188,SMA NEGERI 1 MUARA TEWEH,NEGERI,73811,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,319
189,SMK NEGERI 1 GIANYAR,NEGERI,80515,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,259
190,SMA NEGERI 1 TORUE,NEGERI,94473,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,368
191,SMA ISLAM ATHIRAH,SWASTA,90111,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,395
192,SMK NEGERI 2 DEPOK SLEMAN,NEGERI,55512,SMK,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,213
193,SMA NEGERI 15 SURABAYA,NEGERI,60234,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,224
194,SMA NEGERI 2 SAMARINDA,NEGERI,75117,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,336
195,SMA NEGERI 1 MANADO,NEGERI,95114,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,359
196,SMA KRISTEN 1 METRO,SWASTA,34125,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,140
197,SMA NEGERI 2 BANJARBARU,NEGERI,70714,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,334
198,SMA MARSUDIRINI MUNTILAN,SWASTA,56412,SMA,0,2022-06-27 10:09:26.000000,2022-06-27 10:09:26.000000,184
